object_id,Embankments affected
18-756-00249,1.0
18-313-00172,0.0
18-319-00198,0.0
18-306-00138,0.0
18-313-00174,0.0
18-308-00150,0.0
18-314-00178,0.0
18-300-00103,0.0
18-308-00153,0.0
18-756-00251,0.0
18-313-00175,0.0
18-756-00250,2.0
18-305-00130,0.0
18-316-00184,0.0
18-313-00173,0.0
18-316-00188,0.0
18-319-00202,1.0
18-313-00176,0.0
18-306-00140,0.0
18-307-00145,0.0
18-305-00131,0.0
18-755-00278,0.0
18-313-00177,0.0
18-316-00185,0.0
18-314-00179,0.0
18-308-00151,0.0
18-311-00166,0.0
18-316-00187,0.0
18-316-00186,0.0
