object_id,Human_Live_Lost
18-303-00122,0.0
18-313-00172,0.0
18-319-00198,0.0
18-311-00165,1.0
18-313-00174,0.0
18-308-00150,0.0
18-308-00153,0.0
18-313-00175,2.0
18-816-00259,0.0
18-318-00195,0.0
18-326-00245,0.0
18-308-00152,0.0
18-312-00276,0.0
18-326-00268,0.0
18-305-00130,0.0
18-305-00136,0.0
18-317-00189,0.0
18-313-00173,0.0
18-302-00115,0.0
18-318-00196,0.0
18-755-00248,5.0
18-325-00269,0.0
18-302-00117,0.0
18-326-00247,0.0
18-310-00162,0.0
18-313-00176,1.0
18-310-00164,0.0
18-311-00168,0.0
18-317-00191,0.0
18-317-00192,0.0
18-314-00275,0.0
18-305-00131,0.0
18-755-00278,0.0
18-313-00177,0.0
18-308-00151,0.0
18-311-00166,0.0
18-755-00279,0.0
18-310-00161,0.0
18-310-00163,1.0
18-312-00170,0.0
