object_id,Relief Inmates
18-307-00142,0.0
18-313-00172,932.0
18-306-00138,0.0
18-313-00174,0.0
18-308-00150,0.0
18-314-00178,123.0
18-757-00253,499.0
18-308-00153,0.0
18-756-00251,0.0
18-313-00175,1429.0
18-756-00250,0.0
18-757-00252,0.0
18-308-00152,0.0
18-312-00276,0.0
18-305-00136,0.0
18-313-00173,998.0
18-313-00176,2254.0
18-305-00134,0.0
18-307-00141,0.0
18-311-00168,0.0
18-307-00145,0.0
18-314-00275,23.0
18-305-00135,0.0
18-313-00177,496.0
18-314-00179,168.0
18-308-00151,0.0
18-307-00147,0.0
18-312-00169,0.0
18-312-00170,0.0
18-326-00246,0.0
