object_id,Crop_Area
18-301-00110,35.5
18-318-00194,0.0
18-799-00124,0.0
18-324-00262,14.0
18-320-00205,9.2
18-320-00207,0.0
18-301-00113,0.0
18-325-00270,0.0
18-308-00150,197.0
18-305-00133,0.0
18-310-00158,0.0
18-757-00253,26.0
18-323-00228,0.0
18-308-00153,3871.0
18-816-00259,78.0
18-326-00245,54.0
18-326-00268,75.0
18-760-00281,0.0
18-325-00269,256.0
18-309-00157,0.0
18-304-00271,0.0
18-323-00226,0.0
18-321-00272,435.0
18-323-00223,0.0
18-305-00135,0.0
18-799-00265,0.0
18-320-00206,0.0
18-325-00239,318.0
18-308-00151,682.0
18-307-00147,130.0
18-816-00261,20.08
18-312-00169,0.0
18-323-00222,12.0
18-312-00170,15.0
18-326-00246,0.0
18-760-00280,0.0
