Relief_Distribution_Oil_In_Q,object_id,timeperiod
0.0,18-319-00198,2021_06
0.0,18-319-00199,2021_06
0.0,18-319-00200,2021_06
0.0,18-319-00201,2021_06
0.0,18-319-00202,2021_06
0.0,18-320-00205,2021_06
0.0,18-320-00206,2021_06
0.0,18-320-00207,2021_06
0.0,18-321-00208,2021_06
0.0,18-321-00209,2021_06
0.0,18-321-00210,2021_06
0.0,18-321-00211,2021_06
0.0,18-321-00212,2021_06
0.0,18-321-00213,2021_06
0.0,18-321-00214,2021_06
0.0,18-321-00215,2021_06
0.0,18-321-00216,2021_06
0.0,18-321-00217,2021_06
0.0,18-322-00219,2021_06
0.0,18-322-00220,2021_06
0.0,18-322-00221,2021_06
0.0,18-323-00222,2021_06
0.0,18-323-00223,2021_06
0.0,18-323-00224,2021_06
0.0,18-323-00225,2021_06
0.0,18-323-00226,2021_06
0.0,18-323-00227,2021_06
0.0,18-323-00228,2021_06
0.0,18-323-00230,2021_06
0.0,18-324-00231,2021_06
0.0,18-324-00233,2021_06
0.0,18-324-00234,2021_06
0.0,18-325-00238,2021_06
0.0,18-325-00239,2021_06
0.0,18-326-00241,2021_06
0.0,18-326-00245,2021_06
0.0,18-326-00246,2021_06
0.0,18-326-00247,2021_06
0.43,18-755-00248,2021_06
91.98,18-756-00249,2021_06
0.0,18-756-00250,2021_06
0.0,18-756-00251,2021_06
0.0,18-757-00252,2021_06
0.0,18-757-00253,2021_06
0.0,18-757-00254,2021_06
0.0,18-759-00255,2021_06
0.0,18-758-00256,2021_06
0.0,18-758-00257,2021_06
0.0,18-816-00259,2021_06
0.0,18-324-00260,2021_06
0.0,18-816-00261,2021_06
0.0,18-324-00262,2021_06
0.0,18-303-00264,2021_06
0.0,18-799-00265,2021_06
0.0,18-303-00266,2021_06
0.0,18-326-00268,2021_06
0.0,18-325-00269,2021_06
0.0,18-325-00270,2021_06
0.0,18-304-00271,2021_06
0.0,18-321-00272,2021_06
0.0,18-321-00273,2021_06
0.0,18-314-00275,2021_06
0.0,18-312-00276,2021_06
0.0,18-312-00277,2021_06
0.01,18-755-00278,2021_06
156.84,18-755-00279,2021_06
0.0,18-760-00280,2021_06
0.0,18-760-00281,2021_06
0.0,18-300-00101,2021_07
0.0,18-300-00102,2021_07
0.0,18-300-00103,2021_07
0.0,18-300-00104,2021_07
0.0,18-300-00105,2021_07
0.0,18-301-00109,2021_07
0.0,18-301-00110,2021_07
0.0,18-301-00111,2021_07
0.0,18-301-00112,2021_07
0.0,18-301-00113,2021_07
0.0,18-301-00114,2021_07
0.0,18-302-00115,2021_07
0.0,18-302-00116,2021_07
0.0,18-302-00117,2021_07
0.0,18-302-00118,2021_07
0.0,18-302-00119,2021_07
0.0,18-303-00120,2021_07
0.0,18-303-00121,2021_07
0.0,18-303-00122,2021_07
0.0,18-303-00123,2021_07
0.0,18-799-00124,2021_07
0.0,18-304-00126,2021_07
0.0,18-304-00127,2021_07
0.0,18-304-00128,2021_07
0.0,18-304-00129,2021_07
0.0,18-305-00130,2021_07
0.0,18-305-00131,2021_07
0.0,18-305-00132,2021_07
0.0,18-305-00133,2021_07
0.0,18-305-00134,2021_07
0.0,18-305-00135,2021_07
0.0,18-305-00136,2021_07
0.0,18-306-00137,2021_07
0.0,18-306-00138,2021_07
0.0,18-306-00139,2021_07
0.0,18-306-00140,2021_07
0.0,18-307-00141,2021_07
0.0,18-307-00142,2021_07
69.0,18-307-00143,2021_07
0.0,18-307-00144,2021_07
0.0,18-307-00145,2021_07
0.0,18-307-00146,2021_07
0.0,18-307-00147,2021_07
0.0,18-308-00150,2021_07
0.0,18-308-00151,2021_07
0.0,18-308-00152,2021_07
0.0,18-308-00153,2021_07
0.0,18-309-00154,2021_07
0.0,18-309-00155,2021_07
1.71,18-309-00156,2021_07
0.0,18-309-00157,2021_07
0.0,18-310-00158,2021_07
0.0,18-310-00159,2021_07
0.0,18-310-00160,2021_07
0.0,18-310-00161,2021_07
0.0,18-310-00162,2021_07
0.0,18-310-00163,2021_07
0.0,18-310-00164,2021_07
0.0,18-311-00165,2021_07
0.0,18-311-00166,2021_07
0.0,18-311-00167,2021_07
0.0,18-311-00168,2021_07
0.0,18-312-00169,2021_07
0.0,18-312-00170,2021_07
0.0,18-312-00171,2021_07
0.0,18-313-00172,2021_07
0.0,18-313-00173,2021_07
0.0,18-313-00174,2021_07
0.0,18-313-00175,2021_07
0.0,18-313-00176,2021_07
0.0,18-313-00177,2021_07
0.0,18-314-00178,2021_07
0.0,18-314-00179,2021_07
0.0,18-315-00181,2021_07
0.0,18-316-00184,2021_07
0.0,18-316-00185,2021_07
0.0,18-316-00186,2021_07
0.0,18-316-00187,2021_07
0.0,18-316-00188,2021_07
0.0,18-317-00189,2021_07
0.0,18-317-00190,2021_07
0.0,18-317-00191,2021_07
0.0,18-317-00192,2021_07
0.0,18-317-00193,2021_07
0.0,18-318-00194,2021_07
0.0,18-318-00195,2021_07
0.0,18-318-00196,2021_07
0.0,18-318-00197,2021_07
0.0,18-319-00198,2021_07
0.0,18-319-00199,2021_07
0.0,18-319-00200,2021_07
0.0,18-319-00201,2021_07
0.0,18-319-00202,2021_07
0.0,18-320-00205,2021_07
0.0,18-320-00206,2021_07
0.0,18-320-00207,2021_07
0.0,18-321-00208,2021_07
0.0,18-321-00209,2021_07
0.0,18-321-00210,2021_07
0.0,18-321-00211,2021_07
0.0,18-321-00212,2021_07
0.0,18-321-00213,2021_07
0.0,18-321-00214,2021_07
0.0,18-321-00215,2021_07
0.0,18-321-00216,2021_07
0.0,18-321-00217,2021_07
0.0,18-322-00219,2021_07
0.0,18-322-00220,2021_07
0.0,18-322-00221,2021_07
0.0,18-323-00222,2021_07
0.0,18-323-00223,2021_07
0.0,18-323-00224,2021_07
0.0,18-323-00225,2021_07
0.0,18-323-00226,2021_07
0.0,18-323-00227,2021_07
0.0,18-323-00228,2021_07
0.0,18-323-00230,2021_07
0.0,18-324-00231,2021_07
0.0,18-324-00233,2021_07
0.0,18-324-00234,2021_07
0.0,18-325-00238,2021_07
0.0,18-325-00239,2021_07
0.0,18-326-00241,2021_07
0.0,18-326-00245,2021_07
0.0,18-326-00246,2021_07
0.0,18-326-00247,2021_07
0.0,18-755-00248,2021_07
0.0,18-756-00249,2021_07
0.0,18-756-00250,2021_07
0.0,18-756-00251,2021_07
0.0,18-757-00252,2021_07
0.0,18-757-00253,2021_07
0.0,18-757-00254,2021_07
0.0,18-759-00255,2021_07
0.0,18-758-00256,2021_07
0.0,18-758-00257,2021_07
0.0,18-816-00259,2021_07
0.0,18-324-00260,2021_07
0.0,18-816-00261,2021_07
0.0,18-324-00262,2021_07
0.0,18-303-00264,2021_07
0.0,18-799-00265,2021_07
0.0,18-303-00266,2021_07
0.0,18-326-00268,2021_07
0.0,18-325-00269,2021_07
0.0,18-325-00270,2021_07
0.0,18-304-00271,2021_07
0.0,18-321-00272,2021_07
0.0,18-321-00273,2021_07
0.0,18-314-00275,2021_07
0.0,18-312-00276,2021_07
0.0,18-312-00277,2021_07
0.0,18-755-00278,2021_07
0.0,18-755-00279,2021_07
0.0,18-760-00280,2021_07
0.0,18-760-00281,2021_07
0.0,18-300-00101,2021_05
0.0,18-300-00102,2021_05
0.0,18-300-00103,2021_05
0.0,18-300-00104,2021_05
0.0,18-300-00105,2021_05
0.0,18-301-00109,2021_05
0.0,18-301-00110,2021_05
0.0,18-301-00111,2021_05
0.0,18-301-00112,2021_05
0.0,18-301-00113,2021_05
0.0,18-301-00114,2021_05
0.0,18-302-00115,2021_05
0.0,18-302-00116,2021_05
0.0,18-302-00117,2021_05
0.0,18-302-00118,2021_05
0.0,18-302-00119,2021_05
0.0,18-303-00120,2021_05
0.0,18-303-00121,2021_05
0.0,18-303-00122,2021_05
0.0,18-303-00123,2021_05
0.0,18-799-00124,2021_05
0.0,18-304-00126,2021_05
0.0,18-304-00127,2021_05
0.0,18-304-00128,2021_05
0.0,18-304-00129,2021_05
0.0,18-305-00130,2021_05
0.0,18-305-00131,2021_05
0.0,18-305-00132,2021_05
0.0,18-305-00133,2021_05
0.0,18-305-00134,2021_05
0.0,18-305-00135,2021_05
0.0,18-305-00136,2021_05
0.0,18-306-00137,2021_05
0.0,18-306-00138,2021_05
0.0,18-306-00139,2021_05
0.0,18-306-00140,2021_05
0.0,18-307-00141,2021_05
0.0,18-307-00142,2021_05
0.0,18-307-00143,2021_05
0.0,18-307-00144,2021_05
0.0,18-307-00145,2021_05
0.0,18-307-00146,2021_05
0.0,18-307-00147,2021_05
0.0,18-308-00150,2021_05
0.0,18-308-00151,2021_05
0.0,18-308-00152,2021_05
0.0,18-308-00153,2021_05
0.0,18-309-00154,2021_05
0.0,18-309-00155,2021_05
0.0,18-309-00156,2021_05
0.0,18-309-00157,2021_05
0.0,18-310-00158,2021_05
0.0,18-310-00159,2021_05
0.0,18-310-00160,2021_05
0.0,18-310-00161,2021_05
0.0,18-310-00162,2021_05
0.0,18-310-00163,2021_05
0.0,18-310-00164,2021_05
0.0,18-311-00165,2021_05
0.0,18-311-00166,2021_05
0.0,18-311-00167,2021_05
0.0,18-311-00168,2021_05
0.0,18-312-00169,2021_05
0.0,18-312-00170,2021_05
0.0,18-312-00171,2021_05
0.0,18-313-00172,2021_05
0.0,18-313-00173,2021_05
0.0,18-313-00174,2021_05
0.0,18-313-00175,2021_05
0.0,18-313-00176,2021_05
0.0,18-313-00177,2021_05
0.0,18-314-00178,2021_05
0.0,18-314-00179,2021_05
0.0,18-315-00181,2021_05
0.0,18-316-00184,2021_05
0.0,18-316-00185,2021_05
0.0,18-316-00186,2021_05
0.0,18-316-00187,2021_05
0.0,18-316-00188,2021_05
0.0,18-317-00189,2021_05
0.0,18-317-00190,2021_05
0.0,18-317-00191,2021_05
0.0,18-317-00192,2021_05
0.0,18-317-00193,2021_05
0.0,18-318-00194,2021_05
0.0,18-318-00195,2021_05
0.0,18-318-00196,2021_05
0.0,18-318-00197,2021_05
0.0,18-319-00198,2021_05
0.0,18-319-00199,2021_05
0.0,18-319-00200,2021_05
0.0,18-319-00201,2021_05
0.0,18-319-00202,2021_05
0.0,18-320-00205,2021_05
0.0,18-320-00206,2021_05
0.0,18-320-00207,2021_05
0.0,18-321-00208,2021_05
0.0,18-321-00209,2021_05
0.0,18-321-00210,2021_05
0.0,18-321-00211,2021_05
0.0,18-321-00212,2021_05
0.0,18-321-00213,2021_05
0.0,18-321-00214,2021_05
0.0,18-321-00215,2021_05
0.0,18-321-00216,2021_05
0.0,18-321-00217,2021_05
0.0,18-322-00219,2021_05
0.0,18-322-00220,2021_05
0.0,18-322-00221,2021_05
0.0,18-323-00222,2021_05
0.0,18-323-00223,2021_05
0.0,18-323-00224,2021_05
0.0,18-323-00225,2021_05
0.0,18-323-00226,2021_05
0.0,18-323-00227,2021_05
0.0,18-323-00228,2021_05
0.0,18-323-00230,2021_05
0.0,18-324-00231,2021_05
0.0,18-324-00233,2021_05
0.0,18-324-00234,2021_05
0.0,18-325-00238,2021_05
0.0,18-325-00239,2021_05
0.0,18-326-00241,2021_05
0.0,18-326-00245,2021_05
0.0,18-326-00246,2021_05
0.0,18-326-00247,2021_05
0.0,18-755-00248,2021_05
0.0,18-756-00249,2021_05
0.0,18-756-00250,2021_05
0.0,18-756-00251,2021_05
0.0,18-757-00252,2021_05
0.0,18-757-00253,2021_05
0.0,18-757-00254,2021_05
0.0,18-759-00255,2021_05
0.0,18-758-00256,2021_05
0.0,18-758-00257,2021_05
0.0,18-816-00259,2021_05
0.0,18-324-00260,2021_05
0.0,18-816-00261,2021_05
0.0,18-324-00262,2021_05
0.0,18-303-00264,2021_05
0.0,18-799-00265,2021_05
0.0,18-303-00266,2021_05
0.0,18-326-00268,2021_05
0.0,18-325-00269,2021_05
0.0,18-325-00270,2021_05
0.0,18-304-00271,2021_05
0.0,18-321-00272,2021_05
0.0,18-321-00273,2021_05
0.0,18-314-00275,2021_05
0.0,18-312-00276,2021_05
0.0,18-312-00277,2021_05
0.0,18-755-00278,2021_05
0.0,18-755-00279,2021_05
0.0,18-760-00280,2021_05
0.0,18-760-00281,2021_05
0.0,18-300-00101,2021_10
0.0,18-300-00102,2021_10
0.0,18-300-00103,2021_10
0.0,18-300-00104,2021_10
0.0,18-300-00105,2021_10
0.0,18-301-00109,2021_10
0.0,18-301-00110,2021_10
0.0,18-301-00111,2021_10
0.0,18-301-00112,2021_10
0.0,18-301-00113,2021_10
0.0,18-301-00114,2021_10
0.0,18-302-00115,2021_10
0.0,18-302-00116,2021_10
0.0,18-302-00117,2021_10
0.0,18-302-00118,2021_10
0.0,18-302-00119,2021_10
0.0,18-303-00120,2021_10
0.0,18-303-00121,2021_10
0.0,18-303-00122,2021_10
0.0,18-303-00123,2021_10
0.0,18-799-00124,2021_10
0.0,18-304-00126,2021_10
0.0,18-304-00127,2021_10
0.0,18-304-00128,2021_10
0.0,18-304-00129,2021_10
0.0,18-305-00130,2021_10
0.0,18-305-00131,2021_10
0.0,18-305-00132,2021_10
0.0,18-305-00133,2021_10
0.0,18-305-00134,2021_10
0.0,18-305-00135,2021_10
0.0,18-305-00136,2021_10
0.0,18-306-00137,2021_10
0.0,18-306-00138,2021_10
0.0,18-306-00139,2021_10
0.0,18-306-00140,2021_10
0.0,18-307-00141,2021_10
0.0,18-307-00142,2021_10
0.0,18-307-00143,2021_10
0.0,18-307-00144,2021_10
0.0,18-307-00145,2021_10
0.0,18-307-00146,2021_10
0.0,18-307-00147,2021_10
0.0,18-308-00150,2021_10
0.0,18-308-00151,2021_10
0.0,18-308-00152,2021_10
0.0,18-308-00153,2021_10
0.0,18-309-00154,2021_10
0.0,18-309-00155,2021_10
0.0,18-309-00156,2021_10
0.0,18-309-00157,2021_10
0.0,18-310-00158,2021_10
0.0,18-310-00159,2021_10
0.0,18-310-00160,2021_10
0.0,18-310-00161,2021_10
0.0,18-310-00162,2021_10
0.0,18-310-00163,2021_10
0.0,18-310-00164,2021_10
0.0,18-311-00165,2021_10
0.0,18-311-00166,2021_10
0.0,18-311-00167,2021_10
0.0,18-311-00168,2021_10
0.0,18-312-00169,2021_10
0.0,18-312-00170,2021_10
0.0,18-312-00171,2021_10
0.0,18-313-00172,2021_10
0.0,18-313-00173,2021_10
0.0,18-313-00174,2021_10
0.0,18-313-00175,2021_10
0.0,18-313-00176,2021_10
0.0,18-313-00177,2021_10
0.0,18-314-00178,2021_10
0.0,18-314-00179,2021_10
0.0,18-315-00181,2021_10
0.0,18-316-00184,2021_10
0.0,18-316-00185,2021_10
0.0,18-316-00186,2021_10
0.0,18-316-00187,2021_10
0.0,18-316-00188,2021_10
0.0,18-317-00189,2021_10
0.0,18-317-00190,2021_10
0.0,18-317-00191,2021_10
0.0,18-317-00192,2021_10
0.0,18-317-00193,2021_10
0.0,18-318-00194,2021_10
0.0,18-318-00195,2021_10
0.0,18-318-00196,2021_10
0.0,18-318-00197,2021_10
0.0,18-319-00198,2021_10
0.0,18-319-00199,2021_10
0.0,18-319-00200,2021_10
0.0,18-319-00201,2021_10
0.0,18-319-00202,2021_10
0.0,18-320-00205,2021_10
0.0,18-320-00206,2021_10
0.0,18-320-00207,2021_10
0.0,18-321-00208,2021_10
0.0,18-321-00209,2021_10
0.0,18-321-00210,2021_10
0.0,18-321-00211,2021_10
0.0,18-321-00212,2021_10
0.0,18-321-00213,2021_10
0.0,18-321-00214,2021_10
0.0,18-321-00215,2021_10
0.0,18-321-00216,2021_10
0.0,18-321-00217,2021_10
0.0,18-322-00219,2021_10
0.0,18-322-00220,2021_10
0.0,18-322-00221,2021_10
0.0,18-323-00222,2021_10
0.0,18-323-00223,2021_10
0.0,18-323-00224,2021_10
0.0,18-323-00225,2021_10
0.0,18-323-00226,2021_10
0.0,18-323-00227,2021_10
0.0,18-323-00228,2021_10
0.0,18-323-00230,2021_10
0.0,18-324-00231,2021_10
0.0,18-324-00233,2021_10
0.0,18-324-00234,2021_10
0.0,18-325-00238,2021_10
0.0,18-325-00239,2021_10
0.0,18-326-00241,2021_10
0.0,18-326-00245,2021_10
0.0,18-326-00246,2021_10
0.0,18-326-00247,2021_10
0.0,18-755-00248,2021_10
0.0,18-756-00249,2021_10
0.0,18-756-00250,2021_10
0.0,18-756-00251,2021_10
0.0,18-757-00252,2021_10
0.0,18-757-00253,2021_10
0.0,18-757-00254,2021_10
0.0,18-759-00255,2021_10
0.0,18-758-00256,2021_10
0.0,18-758-00257,2021_10
0.0,18-816-00259,2021_10
0.0,18-324-00260,2021_10
0.0,18-816-00261,2021_10
0.0,18-324-00262,2021_10
0.0,18-303-00264,2021_10
0.0,18-799-00265,2021_10
0.0,18-303-00266,2021_10
0.0,18-326-00268,2021_10
0.0,18-325-00269,2021_10
0.0,18-325-00270,2021_10
0.0,18-304-00271,2021_10
0.0,18-321-00272,2021_10
0.0,18-321-00273,2021_10
0.0,18-314-00275,2021_10
0.0,18-312-00276,2021_10
0.0,18-312-00277,2021_10
0.0,18-755-00278,2021_10
0.0,18-755-00279,2021_10
0.0,18-760-00280,2021_10
0.0,18-760-00281,2021_10
0.0,18-300-00101,2021_09
0.0,18-300-00102,2021_09
0.0,18-300-00103,2021_09
0.0,18-300-00104,2021_09
0.0,18-300-00105,2021_09
0.0,18-301-00109,2021_09
0.0,18-301-00110,2021_09
0.0,18-301-00111,2021_09
0.0,18-301-00112,2021_09
0.0,18-301-00113,2021_09
0.0,18-301-00114,2021_09
0.0,18-302-00115,2021_09
0.0,18-302-00116,2021_09
37.08,18-302-00117,2021_09
0.0,18-302-00118,2021_09
0.0,18-302-00119,2021_09
0.0,18-303-00120,2021_09
0.0,18-303-00121,2021_09
0.0,18-303-00122,2021_09
0.0,18-303-00123,2021_09
0.0,18-799-00124,2021_09
0.0,18-304-00126,2021_09
0.0,18-304-00127,2021_09
0.0,18-304-00128,2021_09
0.0,18-304-00129,2021_09
0.0,18-305-00130,2021_09
0.0,18-305-00131,2021_09
0.0,18-305-00132,2021_09
0.0,18-305-00133,2021_09
0.0,18-305-00134,2021_09
0.0,18-305-00135,2021_09
0.0,18-305-00136,2021_09
0.0,18-306-00137,2021_09
0.0,18-306-00138,2021_09
0.0,18-306-00139,2021_09
0.0,18-306-00140,2021_09
0.0,18-307-00141,2021_09
434.0,18-307-00142,2021_09
0.0,18-307-00143,2021_09
0.0,18-307-00144,2021_09
0.0,18-307-00145,2021_09
0.0,18-307-00146,2021_09
0.0,18-307-00147,2021_09
819.0,18-308-00150,2021_09
0.0,18-308-00151,2021_09
22.86,18-308-00152,2021_09
0.0,18-308-00153,2021_09
0.0,18-309-00154,2021_09
0.0,18-309-00155,2021_09
0.0,18-309-00156,2021_09
0.0,18-309-00157,2021_09
0.0,18-310-00158,2021_09
0.0,18-310-00159,2021_09
0.0,18-310-00160,2021_09
0.0,18-310-00161,2021_09
0.0,18-310-00162,2021_09
0.0,18-310-00163,2021_09
0.0,18-310-00164,2021_09
0.0,18-311-00165,2021_09
0.0,18-311-00166,2021_09
0.0,18-311-00167,2021_09
0.0,18-311-00168,2021_09
0.0,18-312-00169,2021_09
0.0,18-312-00170,2021_09
0.0,18-312-00171,2021_09
7781.04,18-313-00172,2021_09
0.0,18-313-00173,2021_09
0.0,18-313-00174,2021_09
0.0,18-313-00175,2021_09
0.0,18-313-00176,2021_09
0.0,18-313-00177,2021_09
0.0,18-314-00178,2021_09
0.0,18-314-00179,2021_09
0.0,18-315-00181,2021_09
0.0,18-316-00184,2021_09
0.0,18-316-00185,2021_09
0.0,18-316-00186,2021_09
0.0,18-316-00187,2021_09
0.0,18-316-00188,2021_09
0.0,18-317-00189,2021_09
0.0,18-317-00190,2021_09
0.0,18-317-00191,2021_09
0.0,18-317-00192,2021_09
0.0,18-317-00193,2021_09
0.0,18-318-00194,2021_09
0.0,18-318-00195,2021_09
0.0,18-318-00196,2021_09
0.0,18-318-00197,2021_09
0.0,18-319-00198,2021_09
30.15,18-319-00199,2021_09
63.9,18-319-00200,2021_09
0.0,18-319-00201,2021_09
0.0,18-319-00202,2021_09
0.0,18-320-00205,2021_09
0.0,18-320-00206,2021_09
167.0,18-320-00207,2021_09
0.0,18-321-00208,2021_09
0.0,18-321-00209,2021_09
0.0,18-321-00210,2021_09
0.0,18-321-00211,2021_09
0.0,18-321-00212,2021_09
0.0,18-321-00213,2021_09
0.0,18-321-00214,2021_09
0.0,18-321-00215,2021_09
0.0,18-321-00216,2021_09
0.0,18-321-00217,2021_09
0.0,18-322-00219,2021_09
0.0,18-322-00220,2021_09
0.0,18-322-00221,2021_09
0.0,18-323-00222,2021_09
0.0,18-323-00223,2021_09
0.0,18-323-00224,2021_09
0.0,18-323-00225,2021_09
0.0,18-323-00226,2021_09
0.0,18-323-00227,2021_09
0.0,18-323-00228,2021_09
0.0,18-323-00230,2021_09
0.0,18-324-00231,2021_09
0.0,18-324-00233,2021_09
0.0,18-324-00234,2021_09
0.0,18-325-00238,2021_09
0.0,18-325-00239,2021_09
0.0,18-326-00241,2021_09
0.0,18-326-00245,2021_09
0.0,18-326-00246,2021_09
0.0,18-326-00247,2021_09
0.0,18-755-00248,2021_09
0.0,18-756-00249,2021_09
0.0,18-756-00250,2021_09
0.0,18-756-00251,2021_09
0.0,18-757-00252,2021_09
0.0,18-757-00253,2021_09
0.0,18-757-00254,2021_09
0.0,18-759-00255,2021_09
0.0,18-758-00256,2021_09
0.0,18-758-00257,2021_09
0.0,18-816-00259,2021_09
0.0,18-324-00260,2021_09
0.0,18-816-00261,2021_09
0.0,18-324-00262,2021_09
0.0,18-303-00264,2021_09
0.0,18-799-00265,2021_09
0.0,18-303-00266,2021_09
0.0,18-326-00268,2021_09
0.0,18-325-00269,2021_09
0.0,18-325-00270,2021_09
0.0,18-304-00271,2021_09
0.0,18-321-00272,2021_09
0.0,18-321-00273,2021_09
0.0,18-314-00275,2021_09
0.0,18-312-00276,2021_09
0.0,18-312-00277,2021_09
0.0,18-755-00278,2021_09
0.0,18-755-00279,2021_09
0.0,18-760-00280,2021_09
664.29,18-760-00281,2021_09
0.0,18-300-00101,2021_08
0.0,18-300-00102,2021_08
0.0,18-300-00103,2021_08
0.0,18-300-00104,2021_08
0.0,18-300-00105,2021_08
0.0,18-301-00109,2021_08
0.0,18-301-00110,2021_08
0.0,18-301-00111,2021_08
0.0,18-301-00112,2021_08
0.0,18-301-00113,2021_08
0.0,18-301-00114,2021_08
0.0,18-302-00115,2021_08
0.0,18-302-00116,2021_08
0.0,18-302-00117,2021_08
0.0,18-302-00118,2021_08
0.0,18-302-00119,2021_08
0.0,18-303-00120,2021_08
0.0,18-303-00121,2021_08
0.0,18-303-00122,2021_08
0.0,18-303-00123,2021_08
0.0,18-799-00124,2021_08
0.0,18-304-00126,2021_08
0.0,18-304-00127,2021_08
0.0,18-304-00128,2021_08
0.0,18-304-00129,2021_08
0.0,18-305-00130,2021_08
0.0,18-305-00131,2021_08
0.0,18-305-00132,2021_08
0.0,18-305-00133,2021_08
0.0,18-305-00134,2021_08
0.0,18-305-00135,2021_08
0.0,18-305-00136,2021_08
0.0,18-306-00137,2021_08
0.0,18-306-00138,2021_08
0.0,18-306-00139,2021_08
0.0,18-306-00140,2021_08
0.0,18-307-00141,2021_08
1451.0,18-307-00142,2021_08
0.0,18-307-00143,2021_08
0.0,18-307-00144,2021_08
9037.4,18-307-00145,2021_08
55.35,18-307-00146,2021_08
0.0,18-307-00147,2021_08
3214.13,18-308-00150,2021_08
1075.68,18-308-00151,2021_08
21.15,18-308-00152,2021_08
682.65,18-308-00153,2021_08
0.0,18-309-00154,2021_08
0.0,18-309-00155,2021_08
358.22,18-309-00156,2021_08
0.0,18-309-00157,2021_08
0.0,18-310-00158,2021_08
0.0,18-310-00159,2021_08
0.0,18-310-00160,2021_08
0.0,18-310-00161,2021_08
0.0,18-310-00162,2021_08
0.0,18-310-00163,2021_08
0.0,18-310-00164,2021_08
0.0,18-311-00165,2021_08
0.0,18-311-00166,2021_08
0.0,18-311-00167,2021_08
0.0,18-311-00168,2021_08
0.0,18-312-00169,2021_08
0.0,18-312-00170,2021_08
0.0,18-312-00171,2021_08
0.0,18-313-00172,2021_08
0.0,18-313-00173,2021_08
0.0,18-313-00174,2021_08
0.0,18-313-00175,2021_08
0.0,18-313-00176,2021_08
0.0,18-313-00177,2021_08
0.0,18-314-00178,2021_08
0.0,18-314-00179,2021_08
0.0,18-315-00181,2021_08
0.0,18-316-00184,2021_08
0.0,18-316-00185,2021_08
0.0,18-316-00186,2021_08
0.0,18-316-00187,2021_08
0.0,18-316-00188,2021_08
0.0,18-317-00189,2021_08
0.0,18-317-00190,2021_08
0.0,18-317-00191,2021_08
0.0,18-317-00192,2021_08
0.0,18-317-00193,2021_08
0.0,18-318-00194,2021_08
0.0,18-318-00195,2021_08
0.0,18-318-00196,2021_08
0.0,18-318-00197,2021_08
0.0,18-319-00198,2021_08
0.0,18-319-00199,2021_08
3823.5,18-319-00200,2021_08
0.0,18-319-00201,2021_08
237.03,18-319-00202,2021_08
1011.89,18-320-00205,2021_08
491.22,18-320-00206,2021_08
1660.14,18-320-00207,2021_08
0.0,18-321-00208,2021_08
0.0,18-321-00209,2021_08
0.0,18-321-00210,2021_08
0.0,18-321-00211,2021_08
0.0,18-321-00212,2021_08
0.0,18-321-00213,2021_08
0.0,18-321-00214,2021_08
0.0,18-321-00215,2021_08
0.0,18-321-00216,2021_08
0.0,18-321-00217,2021_08
0.0,18-322-00219,2021_08
0.0,18-322-00220,2021_08
0.0,18-322-00221,2021_08
0.0,18-323-00222,2021_08
0.0,18-323-00223,2021_08
0.0,18-323-00224,2021_08
0.0,18-323-00225,2021_08
0.0,18-323-00226,2021_08
0.0,18-323-00227,2021_08
0.0,18-323-00228,2021_08
0.0,18-323-00230,2021_08
0.0,18-324-00231,2021_08
30.24,18-324-00233,2021_08
0.0,18-324-00234,2021_08
0.0,18-325-00238,2021_08
0.0,18-325-00239,2021_08
0.0,18-326-00241,2021_08
0.0,18-326-00245,2021_08
0.0,18-326-00246,2021_08
0.0,18-326-00247,2021_08
0.0,18-755-00248,2021_08
0.0,18-756-00249,2021_08
1.5,18-756-00250,2021_08
0.0,18-756-00251,2021_08
0.0,18-757-00252,2021_08
0.0,18-757-00253,2021_08
0.0,18-757-00254,2021_08
0.0,18-759-00255,2021_08
0.0,18-758-00256,2021_08
0.0,18-758-00257,2021_08
0.0,18-816-00259,2021_08
0.0,18-324-00260,2021_08
0.0,18-816-00261,2021_08
0.0,18-324-00262,2021_08
0.0,18-303-00264,2021_08
0.0,18-799-00265,2021_08
0.0,18-303-00266,2021_08
0.0,18-326-00268,2021_08
0.0,18-325-00269,2021_08
0.0,18-325-00270,2021_08
0.0,18-304-00271,2021_08
0.0,18-321-00272,2021_08
0.0,18-321-00273,2021_08
0.0,18-314-00275,2021_08
0.0,18-312-00276,2021_08
0.0,18-312-00277,2021_08
0.0,18-755-00278,2021_08
0.0,18-755-00279,2021_08
1226.79,18-760-00280,2021_08
4085.74,18-760-00281,2021_08
26.22,18-300-00101,2023_08
0.0,18-300-00102,2023_08
45.3,18-300-00103,2023_08
0.0,18-300-00104,2023_08
0.0,18-300-00105,2023_08
0.0,18-301-00109,2023_08
0.0,18-301-00110,2023_08
0.0,18-301-00111,2023_08
0.0,18-301-00112,2023_08
0.0,18-301-00113,2023_08
0.0,18-301-00114,2023_08
0.0,18-302-00115,2023_08
0.0,18-302-00116,2023_08
0.0,18-302-00117,2023_08
0.0,18-302-00118,2023_08
0.0,18-302-00119,2023_08
0.0,18-303-00120,2023_08
0.0,18-303-00121,2023_08
0.0,18-303-00122,2023_08
0.0,18-303-00123,2023_08
0.0,18-799-00124,2023_08
0.0,18-304-00126,2023_08
0.0,18-304-00127,2023_08
0.0,18-304-00128,2023_08
