object_id,Relief Centers
18-301-00110,0.0
18-324-00260,7.0
18-303-00121,1.0
18-300-00105,0.0
18-799-00124,119.0
18-323-00227,0.0
18-324-00234,7.0
18-323-00225,0.0
18-323-00224,28.0
18-303-00264,0.0
18-303-00122,50.0
18-324-00262,11.0
18-320-00205,0.0
18-300-00102,0.0
18-307-00142,4.0
18-320-00207,2.0
18-301-00113,0.0
18-319-00199,0.0
18-313-00172,0.0
18-319-00198,0.0
18-310-00160,7.0
18-301-00114,0.0
18-306-00138,3.0
18-303-00266,26.0
18-325-00270,0.0
18-313-00174,0.0
18-306-00137,1.0
18-308-00150,1.0
18-301-00112,0.0
18-310-00158,1.0
18-757-00253,0.0
18-300-00103,0.0
18-323-00228,0.0
18-756-00251,12.0
18-313-00175,0.0
18-816-00259,26.0
18-300-00101,0.0
18-321-00211,0.0
18-756-00250,19.0
18-326-00245,1.0
18-757-00252,0.0
18-324-00233,15.0
18-308-00152,0.0
18-312-00277,0.0
18-312-00276,0.0
18-307-00144,0.0
18-326-00268,4.0
18-321-00210,0.0
18-305-00136,0.0
18-300-00104,10.0
18-302-00115,2.0
18-757-00254,0.0
18-760-00281,0.0
18-325-00269,10.0
18-319-00202,0.0
18-326-00247,2.0
18-310-00162,0.0
18-310-00164,0.0
18-323-00226,13.0
18-307-00141,9.0
18-307-00145,1.0
18-323-00223,15.0
18-305-00135,0.0
18-321-00208,0.0
18-302-00119,0.0
18-303-00123,93.0
18-799-00265,56.0
18-320-00206,8.0
18-316-00185,0.0
18-325-00239,6.0
18-308-00151,0.0
18-319-00200,0.0
18-816-00261,31.0
18-312-00169,0.0
18-306-00139,0.0
18-323-00222,1.0
18-310-00163,0.0
18-309-00156,1.0
18-312-00170,0.0
