object_id,Relief Centers
18-318-00194,5.0
18-317-00190,55.0
18-300-00105,0.0
18-799-00124,33.0
18-302-00116,0.0
18-323-00227,0.0
18-323-00225,0.0
18-303-00264,0.0
18-303-00122,7.0
18-324-00262,0.0
18-300-00102,0.0
18-307-00142,0.0
18-320-00207,0.0
18-319-00199,0.0
18-313-00172,0.0
18-321-00216,0.0
18-319-00198,0.0
18-310-00160,3.0
18-301-00114,1.0
18-306-00138,0.0
18-325-00270,0.0
18-311-00165,0.0
18-313-00174,0.0
18-306-00137,2.0
18-308-00150,5.0
18-310-00159,0.0
18-310-00158,0.0
18-757-00253,12.0
18-309-00155,0.0
18-300-00103,0.0
18-302-00118,1.0
18-323-00228,0.0
18-308-00153,0.0
18-756-00251,0.0
18-313-00175,0.0
18-816-00259,24.0
18-300-00101,0.0
18-318-00195,22.0
18-321-00211,2.0
18-756-00250,7.0
18-326-00245,0.0
18-757-00252,66.0
18-324-00233,1.0
18-308-00152,10.0
18-312-00277,0.0
18-312-00276,0.0
18-307-00144,0.0
18-326-00268,0.0
18-321-00210,18.0
18-305-00136,121.0
18-317-00189,52.0
18-316-00184,78.0
18-318-00197,0.0
18-313-00173,0.0
18-300-00104,0.0
18-316-00188,2.0
18-302-00115,0.0
18-318-00196,6.0
18-757-00254,6.0
18-760-00281,0.0
18-325-00269,11.0
18-319-00202,0.0
18-309-00157,0.0
18-302-00117,0.0
18-304-00271,0.0
18-326-00247,0.0
18-304-00128,9.0
18-305-00134,33.0
18-323-00226,0.0
18-307-00141,0.0
18-317-00191,35.0
18-307-00145,1.0
18-323-00223,2.0
18-317-00192,51.0
18-305-00135,53.0
18-321-00208,13.0
18-302-00119,0.0
18-309-00154,0.0
18-303-00123,38.0
18-799-00265,4.0
18-320-00206,0.0
18-316-00185,15.0
18-325-00239,4.0
18-308-00151,0.0
18-311-00166,0.0
18-316-00187,0.0
18-319-00200,0.0
18-307-00147,0.0
18-816-00261,4.0
18-310-00161,0.0
18-312-00169,0.0
18-323-00222,1.0
18-309-00156,0.0
18-316-00186,0.0
18-760-00280,0.0
