object_id,Roads
18-301-00110,0.0
18-324-00260,3.0
18-303-00121,17.0
18-300-00105,4.0
18-799-00124,13.0
18-323-00227,10.0
18-324-00234,2.0
18-323-00225,31.0
18-323-00224,3.0
18-303-00264,0.0
18-303-00122,93.0
18-324-00262,0.0
18-320-00205,0.0
18-300-00102,2.0
18-307-00142,0.0
18-320-00207,12.0
18-301-00113,46.0
18-319-00199,0.0
18-313-00172,0.0
18-319-00198,0.0
18-310-00160,0.0
18-301-00114,2.0
18-306-00138,0.0
18-303-00266,13.0
18-325-00270,4.0
18-311-00165,0.0
18-313-00174,0.0
18-306-00137,0.0
18-308-00150,4.0
18-301-00112,27.0
18-310-00158,0.0
18-757-00253,0.0
18-300-00103,12.0
18-323-00228,8.0
18-756-00251,11.0
18-313-00175,2.0
18-816-00259,5.0
18-300-00101,5.0
18-321-00211,0.0
18-756-00250,5.0
18-326-00245,0.0
18-757-00252,0.0
18-324-00233,7.0
18-308-00152,0.0
18-312-00277,0.0
18-312-00276,0.0
18-307-00144,0.0
18-326-00268,0.0
18-321-00210,0.0
18-305-00136,2.0
18-318-00197,0.0
18-300-00104,0.0
18-302-00115,22.0
18-757-00254,0.0
18-760-00281,0.0
18-325-00269,6.0
18-319-00202,0.0
18-312-00171,0.0
18-326-00247,6.0
18-310-00162,0.0
18-310-00164,0.0
18-323-00226,8.0
18-307-00141,1.0
18-307-00145,0.0
18-323-00223,3.0
18-305-00135,3.0
18-321-00208,2.0
18-302-00119,2.0
18-303-00123,0.0
18-799-00265,36.0
18-320-00206,1.0
18-316-00185,1.0
18-325-00239,5.0
18-308-00151,0.0
18-319-00200,0.0
18-816-00261,24.0
18-312-00169,0.0
18-306-00139,0.0
18-323-00222,20.0
18-310-00163,0.0
18-309-00156,0.0
18-312-00170,0.0
18-326-00246,0.0
